,description,number_rates,rating,price,url
125,"Chapter One Multivitamin Gummies, Great Tasting Multivitamin for Kids with Vitamin C, Vitamin D3, Zinc and More, Certified Kosher, 120 Flavored Gummies…",27,5.0,25.95,https://www.amazon.com/Chapter-Multivitamin-Gummies-Certified-Flavored/dp/B08KHNHRBT/ref=sr_1_102?keywords=multivitamin+for+kids&qid=1660952888&sr=8-102
126,"Nature Made Kids First Multivitamin, Dietary Supplement for Nutritional Support, 90 Gummies",117,4.6,7.74,https://www.amazon.com/Nature-Made-Chewable-Multivitamin-Gluten/dp/B086H75CCX/ref=sr_1_103?keywords=multivitamin+for+kids&qid=1660952888&sr=8-103
127,"Natvites Multivitamin & Multimineral Pectin Gummies for Kids, 120Count",341,4.2,8.51,https://www.amazon.com/Natvites-Multivitamin-Multimineral-Pectin-Gummies/dp/B07GVJMLH2/ref=sr_1_104?keywords=multivitamin+for+kids&qid=1660952888&sr=8-104
128,"Zaytun Halal Vitamins for Kids Multivitamin Gummies, Naturally Sourced Vitamin A, C, D, E, B6, B12, Biotin, Supports Healthy Growth & Brain Development, Non-GMO, 90 Vegetarian Gummies, Made in USA",189,4.7,16.99,https://www.amazon.com/Zaytun-Vitamins-Multivitamin-Essential-Certified/dp/B08JK2ZB3H/ref=sr_1_105?keywords=multivitamin+for+kids&qid=1660952888&sr=8-105
129,MaryRuth's L Theanine 200mg Liquid Drops | L-Theanine + Organic Glycerin | Stress Relief for Adults & Kids | Focus Supplement | Natural Sleep Support | Vegan | Non-GMO | Gluten Free | 30 Servings,55,4.6,24.95,https://www.amazon.com/MaryRuths-Theanine-L-Theanine-Glycerin-Supplement/dp/B09YKGM7N5/ref=sr_1_106?keywords=multivitamin+for+kids&qid=1660952888&sr=8-106
130,Go Healthy Multivitamin for Kids - Liquid Organic Folate Vegetarian Plant Based Whole Food 32 Servings,330,4.5,32.99,https://www.amazon.com/Go-Healthy-Natural-Multivitamin-Organic/dp/B07MC1WQNF/ref=sr_1_107?keywords=multivitamin+for+kids&qid=1660952888&sr=8-107
131,"Softies Gummies Mega Multivitamin for Kids and Adults, Complete Daily Vitamin Supplement, Vitamin A, C, E, B1, B2, B3, B6, B12, Iron, Folic Acid, Zinc, Raspberry Flavor, 60 Gummies per Bottle, 2 Pack",76,3.7,7.95,https://www.amazon.com/Softies-Gummies-Multivitamin-Supplement-Strawberry/dp/B08VRN2QPX/ref=sr_1_108?keywords=multivitamin+for+kids&qid=1660952888&sr=8-108
132,"Nature’s Bounty Marvel® Avengers Kids Gummy Multivitamin, Natural Grape, Orange & Cherry Flavored, Supports Immune Health & More, 180 Gummies",4,4.7,12.49,https://www.amazon.com/Natures-Bounty-Avengers-Multivitamin-Flavored/dp/B09SK97784/ref=sr_1_109?keywords=multivitamin+for+kids&qid=1660952888&sr=8-109
133,"NaturesPlus Animal Parade Source of Life Gold Children's Chewable Multivitamin - Assorted Cherry, Orange & Grape Flavors - 60 Chewable Tablets - Vegetarian, Gluten-Free - 30 Servings",495,4.7,14.91,https://www.amazon.com/Natures-Plus-Childrens-Chewable-Assorted/dp/B00553P9N0/ref=sr_1_110?keywords=multivitamin+for+kids&qid=1660952888&sr=8-110
134,"Wellements Children's Organic Multivitamin Gummies, Kids Daily Dose Gummy of Vitamins A,B,C,D and E Plus Zinc.",1,5.0,21.99,https://www.amazon.com/Wellements-Childrens-Organic-Multivitamin-Vitamins/dp/B09Y2D9PVH/ref=sr_1_111?keywords=multivitamin+for+kids&qid=1660952888&sr=8-111
135,"Children's Multivitamin Gummies with Probiotics | 60 Chewables | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free Kids Supplement | by Carlyle",109,4.7,9.99,https://www.amazon.com/Carlyle-Multivitamin-Probiotics-Vegetarian-Supplement/dp/B08VNHN96L/ref=sr_1_112?keywords=multivitamin+for+kids&qid=1660952888&sr=8-112
136,Kids Vitamins by MaryRuth's | Sugar Free | 2 Month Supply | Kids Multivitamin Gummies with Organic Ingredients | Multivitamin for Kids | Vitamins for Kids | Vegan | Non-GMO | Gluten Free | 60 Count,"8,316",4.7,29.95,https://www.amazon.com/gp/bestsellers/hpc/16225031/ref=sr_bs_16_16225031_1
137,"Flintstones Chewable Kids Vitamins, Complete Multivitamin for Kids and Toddlers with Iron, Calcium, Vitamin C, Vitamin D & more, 180ct","14,079",4.6,16.79,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A00861213HIWZUWPAC5M9&url=%2FFlintstones-Vitamins-Childrens-Multivitamin-Supplement%2Fdp%2FB0771WL4SD%2Fref%3Dsr_1_114_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952888%26rdc%3D1%26sr%3D8-114-spons%26psc%3D1&qualifier=1660952888&id=2908298790410877&widgetName=sp_mtf
138,"ChildLife Essentials, Kids Liquid Multivitamin and Mineral Supplement - Liquid Vitamins for Kids, All-Natural, Gluten-Free, Non-GMO - Natural Orange & Mango Flavor, 8 Ounce Bottle (Pack of 2)","1,291",4.6,26.95,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A10059391FD4OXGLIL5D6&url=%2FChildlife-Vitamin-Mineral-Natural-Orange%2Fdp%2FB012ETVGD4%2Fref%3Dsr_1_115_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952888%26sr%3D8-115-spons%26psc%3D1&qualifier=1660952888&id=2908298790410877&widgetName=sp_mtf
139,"Kids Vitamins. Unflavored & Tasteless Liquid Kids Multivitamin. Sugar Free 14-in-1 Vegan Supplement Drops for Kids, Children, Teens. Mix in Juice, Milk, Or Water and Your Kids Won't Even Taste It!",6,3.5,15.95,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A00712147ULTKR3WFA5D&url=%2FVitamins-Unflavored-Tasteless-Multivitamin-Supplement%2Fdp%2FB0B15PCP4W%2Fref%3Dsr_1_116_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952888%26sr%3D8-116-spons%26psc%3D1&qualifier=1660952888&id=2908298790410877&widgetName=sp_mtf
140,Multivitamin for Kids USDA Organic | Sugar Free Kids Multivitamin | Liquid Vitamins for Kids | Immune Support Supplement | Cognitive Health & Overall Wellness | Vegan | 14 - 0.5 Fl Oz Pouches,2,5.0,14.95,https://www.amazon.com/Multivitamin-Vitamins-Supplement-Cognitive-Wellness/dp/B0B6WV8NQB/ref=sr_1_117?keywords=multivitamin+for+kids&qid=1660952888&sr=8-117
141,"Bluebonnet Nutrition Rainforest Animalz Whole Food Based Multiple Chewable Tablets, Kids Multivitamin & Mineral, Vitamin C, D3, Iron, Gluten Free, Milk Free, Kosher, 90 Chewable Tablets, Mixed Flavors",315,4.5,15.16,https://www.amazon.com/Bluebonnet-Nutrition-Rainforest-Multiple-Multivitamin/dp/B004WP2MFU/ref=sr_1_118?keywords=multivitamin+for+kids&qid=1660952888&sr=8-118
142,"NaturesPlus Animal Parade Source of Life Children's Liquid Multivitamin - Tropical Berry Flavor - 8 fl oz - Whole Food Supplement - Vegetarian, Gluten-Free - 16 Servings",147,4.0,9.95,https://www.amazon.com/Animal-Parade-Liquid-Tropical-Travel/dp/B000DN821S/ref=sr_1_119?keywords=multivitamin+for+kids&qid=1660952888&sr=8-119
143,"Go Healthy Multivitamin Gummies for Kids, Vegetarian, Allergy Friendly, Kosher & Halal - 30 Servings",454,4.4,15.99,https://www.amazon.com/Go-Healthy-Natural-Multivitamin-Vegetarian/dp/B07217Z28D/ref=sr_1_120?keywords=multivitamin+for+kids&qid=1660952888&sr=8-120
144,"Hero Nutritionals | Yummi Bears | Complete Multivitamin & Mineral | Gummy Vitamin for Kids | Dietary Supplement | 16 Essential Vitamins, Nutrients & Minerals | 200 Yummi Gummies",496,4.5,39.99,https://www.amazon.com/Yummi-Bears-Nutritionals-Multivitamin-Supplement/dp/B001AZNKYM/ref=sr_1_121?keywords=multivitamin+for+kids&qid=1660952888&sr=8-121
145,"Lifeable Kids Multivitamin – Great Tasting Natural Flavor Gummy – Vegetarian, GMO Free Vitamin Supplement – with Vitamins A, C, D, E, B6, B12, Zinc, Biotin, Folic Acid, Iodine, Niacin – 90 Gummies",155,4.5,12.99,https://www.amazon.com/VitaWorks-Kids-Multivitamin-Vegetarian-Supplement/dp/B08C75BHL6/ref=sr_1_122?keywords=multivitamin+for+kids&qid=1660952888&sr=8-122
146,"Children's Best Organic Kids Multivitamin Gummies with Biotin, Vitamin A, B6, B12, C, D, Folate, Zinc - 90 Fruit Flavored Gummies",70,4.6,25.10,https://www.amazon.com/Childrens-Best-Organic-Multivitamin-Gummies/dp/B0977PCT9B/ref=sr_1_123?keywords=multivitamin+for+kids&qid=1660952888&sr=8-123
147,"LIQUIDHEALTH 16 Oz Kids Liquid Multivitamin Complete Multiple for Children, Toddlers - Essential Vitamins & Minerals Supplement, Immune Support, Gluten Free, Non GMO, Prebiotic Fiber",68,4.3,26.99,https://www.amazon.com/LIQUIDHEALTH-Multivitamin-Complete-Multiple-Children/dp/B0033L8N8Y/ref=sr_1_124?keywords=multivitamin+for+kids&qid=1660952888&sr=8-124
148,"Codeage Daily Teen Multivitamin - Organic Whole Foods - Probiotic Fermented Vitamins - Enzymes, Minerals for Teenage Boys & Girls - Vegan, Non-GMO, Gluten Free Supplement for Active Kids - 2 Pack",696,4.5,49.99,https://www.amazon.com/Codeage-Daily-Teen-Multivitamin-Supplement/dp/B09Y2JZC73/ref=sr_1_125?keywords=multivitamin+for+kids&qid=1660952888&sr=8-125
149,"Kids Multivitamin Gummies with Zinc and Vitamins C, B12, D3, for Immune Support, Complete Daily Nutrient Rich Chewables for Children and Toddlers, Non-GMO, Tasty Strawberry Flavor, 60 Gummy Chews",44,4.5,9.82,https://www.amazon.com/Multivitamin-Vitamins-Complete-Chewables-Strawberry/dp/B0998MLHGM/ref=sr_1_126?keywords=multivitamin+for+kids&qid=1660952888&sr=8-126
150,"NaturesPlus Childrens Vita-Gels - 90 Easy to Swallow Softgels - Natural Orange Flavor - Childrens Multivitamin & Mineral Supplement for Health, Energy - Gluten-Free - 90 Servings",156,4.3,20.95,https://www.amazon.com/Natures-Plus-Childrens-Vita-Gels-Natural/dp/B00028MVSE/ref=sr_1_127?keywords=multivitamin+for+kids&qid=1660952888&sr=8-127
151,NATURELO Whole Food Multivitamin for Teenage Boys - Vitamins and Minerals Supplement for Active Kids - with Plant Extracts - Non-GMO - Vegan & Vegetarian - 60 Capsules,447,4.7,24.95,https://www.amazon.com/NATURELO-Whole-Food-Multivitamin-Teenage/dp/B08P291YZ4/ref=sr_1_128?keywords=multivitamin+for+kids&qid=1660952888&sr=8-128
152,"Centrum Kids' Organic Multigummies, Kids Multivitamin Gummies, Organic Multivitamin for Kids with Essential Nutrients for Immune Support, Muscle Function, and Brain Health - 90 Count",906,4.7,21.09,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A047945821KXSDJQ3BDJP&url=%2FCentrum-Multigummies-Multivitamin-Essential-Nutrients%2Fdp%2FB093TGWZHC%2Fref%3Dsr_1_129_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952888%26sr%3D8-129-spons%26psc%3D1&qualifier=1660952888&id=2908298790410877&widgetName=sp_mtf
153,"Nordic Naturals Zero Sugar Kids Multi Gummies, Orange Lemon - 120 Gummies - Great-Tasting Multivitamin for Ages 4+ - Supports Growth & Development - Non-GMO, Vegetarian - 30 Servings",201,4.3,27.96,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0690184CEWU8A90914P&url=%2FNordic-Naturals-Sugar-Gummies-Orange%2Fdp%2FB08H3H9XJD%2Fref%3Dsr_1_130_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952888%26sr%3D8-130-spons%26psc%3D1&qualifier=1660952888&id=2908298790410877&widgetName=sp_mtf
154,"Nordic Naturals Nordic Berries, Cherry Berry - 120 Gummy Berries - Great-Tasting Multivitamin for Ages 2+ - Growth, Development, Optimal Wellness - Non-GMO, Vegetarian - 30 Servings",486,4.5,21.56,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0802359392329HAVWFR8&url=%2FNordic-Naturals-Berries-Multivitamin-Gummies%2Fdp%2FB01LTHMG3Q%2Fref%3Dsr_1_131_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952888%26sr%3D8-131-spons%26psc%3D1&qualifier=1660952888&id=2908298790410877&widgetName=sp_mtf
155,Gummy Vitamins for Kids Immune Support - Natural Children's Vitamins Supplements for Toddler and Kids Health - Kids Vitamins Gummy Multivitamin and Natural Energy Supplement with B Complex Vitamins,"2,754",4.7,12.77,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A07315231XGCO9RV1OTZ1&url=%2FGummy-Vitamins-Kids-Immune-Support%2Fdp%2FB07ZL28GWV%2Fref%3Dsr_1_132_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952888%26sr%3D8-132-spons%26psc%3D1%26smid%3DAGRU5KRHAI4EP&qualifier=1660952888&id=2908298790410877&widgetName=sp_mtf
156,"365 by Whole Foods Market, Multi Kid Cherry, 120 Chews",578,4.1,9.54,https://www.amazon.com/365-Everyday-Value-Chewable-Cherry/dp/B074H7L7CW/ref=sr_1_133?keywords=multivitamin+for+kids&qid=1660952888&sr=8-133
157,"Nature's Gummies Daily Multivitamin for Kids + Vitamins C, D3 & Zinc for Immune Support - Children's Multivitamin Chewable, Gluten Free, Non-GMO, Tasty Strawberry Flavored - 60 Gummies",253,4.6,8.42,https://www.amazon.com/Kids-Multivitamin-Gummies-Daily-Formula/dp/B08R5Q4GDZ/ref=sr_1_134?keywords=multivitamin+for+kids&qid=1660952888&sr=8-134
158,"Multivitamins for Kids Gummies - All Essential Vitamins with Vitamin D and Zinc - Gluten Free, Non-GMO, Natural Flavoring; 90 Count","1,616",4.7,17.99,https://www.amazon.com/MAV-Nutrition-Multivitamins-Kids-Gummies/dp/B07PPVDK5R/ref=sr_1_135?keywords=multivitamin+for+kids&qid=1660952888&sr=8-135
159,NATURELO Whole Food Multivitamin for Teens - Vitamins and Minerals for Teenage Boys and Girls - Supplement for Active Kids - with Organic Whole Foods - Non-GMO - Vegan & Vegetarian - 60 Capsules,"5,321",4.6,24.95,https://www.amazon.com/NATURELO-Whole-Food-Multivitamin-Teens/dp/B0774242NN/ref=sr_1_136?keywords=multivitamin+for+kids&qid=1660952888&sr=8-136
160,"Lifeable Sugar Free Multivitamin for Kids – Great Tasting Natural Flavor Gummy Supplement – with Vitamins A, C, D, E, Niacin, B6, Folate, B12, Biotin, Pantothenic Acid, Iodine, Zinc, – 90 Gummies",165,4.4,17.49,https://www.amazon.com/VitaWorks-Sugar-Free-Multivitamin-Kids/dp/B08BW3DF9C/ref=sr_1_137?keywords=multivitamin+for+kids&qid=1660952888&sr=8-137
161,"Nature’s Bounty Star Wars™ Kids Gummy Multivitamin, Natural Strawberry & Raspberry Flavored, Non-GMO, 180 Gummies",2,3.0,11.94,https://www.amazon.com/Natures-Bounty-Multivitamin-Strawberry-Raspberry/dp/B09SK5NCTC/ref=sr_1_138?keywords=multivitamin+for+kids&qid=1660952888&sr=8-138
162,"SmartyPants Kids Complete Gummy Vitamins: Multivitamin & Omega 3 DHA/EPA Fish Oil, Methyl B12, Vitamin D3, limited Valuesize pack of 180 count Total","1,143",4.8,24.49,https://www.amazon.com/SmartyPants-Kids-Complete-Gummy-Vitamins/dp/B071XBNVGW/ref=sr_1_139?keywords=multivitamin+for+kids&qid=1660952888&sr=8-139
163,"Flintstones Multivitamin Natural Fruit Bites Kids Vitamins: Vitamin D, Zinc, Vitamin B12, Biotin for Immune Support, Gluten Free, Vitamin B6, A, E, & more","1,122",4.3,none,https://www.amazon.com/Flintstones-Natural-Multivitamin-Support-Vitamins/dp/B0856Q82HW/ref=sr_1_140?keywords=multivitamin+for+kids&qid=1660952888&sr=8-140
164,Kids Vitamins Gummy Multivitamin Chewable - Kids Gummy Vitamins for Mood Support Natural Energy Boost and Immune Support for Kids - Kids Immune Support Gummies and Natural Multivitamin for Kids,459,4.7,9.99,https://www.amazon.com/Kids-Vitamins-Gummy-Multivitamin-Chewable/dp/B08D6V5VHN/ref=sr_1_141?keywords=multivitamin+for+kids&qid=1660952888&sr=8-141
165,"Nature’s Bounty Disney® and Pixar® The Incredibles Kids Gummy Multi Vitamin, 180 Gummies",3,3.9,12.49,https://www.amazon.com/Natures-Bounty-Disney%C2%AE-Incredibles-Vitamin/dp/B09SKB955K/ref=sr_1_142?keywords=multivitamin+for+kids&qid=1660952888&sr=8-142
166,"Garden of Life Dr. Formulated Probiotics Organic Kids+ Plus Vitamin C & D - Berry Cherry - Gluten, Dairy & Soy Free Immune & Digestive Health Supplement, No Added Sugar, 30 Chewables (Shelf Stable)","9,933",4.7,16.99,https://www.amazon.com/Garden-Formulated-Probiotics-Cherry-Acidophilus-Health-Gluten/dp/B074JLL5KS/ref=sr_1_143?keywords=multivitamin+for+kids&qid=1660952888&sr=8-143
167,Wellgenix Balanced Essentials Liquid Kids Vitamin - Nutritional Multivitamin for Picky Eaters - Boost Children Immune System and Overall Health 16 Oz (1),133,3.6,29.94,https://www.amazon.com/Balanced-Essentials-Kids-Liquid-Multivitamin/dp/B07TTK253C/ref=sr_1_144?keywords=multivitamin+for+kids&qid=1660952888&sr=8-144
168,"Nature’s Way Alive! Kids Multivitamin Gummy, 15 Vitamins & Minerals, Gelatin-Free, Cherry, Orange, and Grape Flavored, 60 Gummies",674,4.5,none,https://www.amazon.com/Natures-Way-Childrens-Multivitamin-serving/dp/B007L0DE14/ref=sr_1_145?keywords=multivitamin+for+kids&qid=1660952888&sr=8-145
169,"Nature's Way Happy & Healthy Multivitamin for Kids with Vitamin C, Zinc and Elderberry, 60 Gummies","2,351",4.3,14.99,https://www.amazon.com/Natures-Way-Healthy-Multivitamin-Elderberry/dp/B089MXBNQB/ref=sr_1_146?keywords=multivitamin+for+kids&qid=1660952888&rdc=1&sr=8-146
170,"Organic Kids Multivitamin Gummies [USDA Yummy Children Vitamins Gummy] with Vitamin C, D, A, B, and Zinc for Immunity, Growth, Brain, Energy, Vegetarian, Gluten Free, 60 Chews",19,4.4,14.97,https://www.amazon.com/Multivitamin-Children-Vitamins-Immunity-Vegetarian/dp/B09LVLPFXV/ref=sr_1_147?keywords=multivitamin+for+kids&qid=1660952888&sr=8-147
171,Seeking Health | Kid's Optimal Multivitamin | Potent Nutrients & Bioavailable Vitamins Formulated for Children | Iron-and Copper-Free | Free of Common Allergens | 180 Vegetarian Capsules | 30 Servings,118,4.4,32.95,https://www.amazon.com/Seeking-Health-Multivitamin-Vegetarian-Supplement/dp/B00TRLLUW0/ref=sr_1_148?keywords=multivitamin+for+kids&qid=1660952888&sr=8-148
172,"Sundown Kids Marvel Avengers Multivitamin Gummies, Vitamins A, C, D, E, Gluten-Free, Dairy-Free, Peanut-Free, 180 Count 68456","1,856",4.7,none,https://www.amazon.com/Sundown-Naturals%C2%AE-Kids-Avengers%C2%AE-Multivitamin/dp/B06WV86DFF/ref=sr_1_149?keywords=multivitamin+for+kids&qid=1660952888&sr=8-149
173,"Best Nest Multi+ for Kids, Liquid Multivitamin, Methylfolate (Folic Acid), Methylcobalamin, Complete, Natural Whole Food Blend, Prebiotics, Immune Support, Tropical Flavor, 16 oz, Best Nest Wellness",303,4.4,35.00,https://www.amazon.com/Best-Nest-L-Methylfolate-Methylcobalamin-Wellness/dp/B072J513XH/ref=sr_1_150?keywords=multivitamin+for+kids&qid=1660952888&sr=8-150
174,Centrum Minis Adult 50+ (320 Count) Multivitamin/Multimineral Supplement Tablets,"3,956",4.7,15.99,https://www.amazon.com/Centrum-Multivitamin-Multimineral-Supplement-Tablets/dp/B08FVZ3C19/ref=sr_1_151?keywords=multivitamin+for+kids&qid=1660952888&sr=8-151
175,"NaturesPlus Animal Parade Source of Life Gold Children's Multivitamin - Grape Flavor - 120 Chewable Animal Shaped Tablets - Vegetarian, Gluten-Free - 60 Servings",209,4.6,28.42,https://www.amazon.com/Natures-Plus-Animal-Childrens-Multivitamin/dp/B00553PAHU/ref=sr_1_152?keywords=multivitamin+for+kids&qid=1660952888&sr=8-152
176,"Bio Naturals Children's Liquid Multivitamin & Immune Booster - Natural Supplement for Kids & Toddlers with Vitamins A B C D3 E, Fiber, Fruits & Vegetables - No GMOs, Gluten, Sugar, Dairy, Soy - 16oz",346,4.2,29.95,https://www.amazon.com/Childrens-Liquid-Multivitamin-Supplement-Vegetables/dp/B074CKYGR9/ref=sr_1_153?keywords=multivitamin+for+kids&qid=1660952888&sr=8-153
177,Kirkman Children’s Multivitamin & Mineral Chewable with 5-MTHF,20,4.5,25.88,https://www.amazon.com/Kirkman-Childrens-Chewable-Multi-Vitamin-Supplementation/dp/B079THQ43Y/ref=sr_1_154?keywords=multivitamin+for+kids&qid=1660952888&sr=8-154
178,Olly Kids Multivitamin Gummy! 70 Gummies Sour Fruity Punch Flavor! Blend of Daily Vitamins and Minerals! Help Fill Any Nutritional Gaps and Promote Overall Wellness! Choose Your Pack! (3 Pack),42,4.8,49.25,https://www.amazon.com/Olly-Multivitamin-Gummy-Vitamins-Nutritional/dp/B081V4NRBM/ref=sr_1_155?keywords=multivitamin+for+kids&qid=1660952888&sr=8-155
179,"Zarbee's Children's Elderberry Immune Support Gummies with Vitamin C, Zinc, Natural Berry Flavor, 70 Count","3,697",4.8,25.47,https://www.amazon.com/Zarbees-Naturals-Childrens-Elderberry-Support/dp/B0973V3MX9/ref=sr_1_156?keywords=multivitamin+for+kids&qid=1660952888&sr=8-156
180,"Centrum Kids Multivitamin Gummies, Tropical Punch Flavor Made with Natural Flavors, 110 Count, 110 Day Supply",353,4.8,10.47,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A00169183KVV49W94TP6S&url=%2FCentrum-Multivitamin-Gummies-Tropical-Natural%2Fdp%2FB09WYRNPLJ%2Fref%3Dsr_1_145_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952896%26sr%3D8-145-spons%26psc%3D1&qualifier=1660952896&id=2155499946219675&widgetName=sp_atf_next
181,"ChildLife Essentials, Kids Liquid Multivitamin and Mineral Supplement - Liquid Vitamins for Kids, All-Natural, Gluten-Free, Non-GMO - Natural Orange & Mango Flavor, 8 Ounce Bottle (Pack of 2)","1,291",4.6,26.95,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A10059391FD4OXGLIL5D6&url=%2FChildlife-Vitamin-Mineral-Natural-Orange%2Fdp%2FB012ETVGD4%2Fref%3Dsr_1_146_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952896%26sr%3D8-146-spons%26psc%3D1&qualifier=1660952896&id=2155499946219675&widgetName=sp_atf_next
182,"SmartyPants Teen Guy Formula, Daily Multivitamin Gummies: Vitamins C, B12, K, Zinc, & Biotin for Immune Support, Energy, Skin & Hair Support, Assorted Fruit Flavor, 120 Gummies (30 Day Supply)","11,302",4.5,16.37,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A0161561UVUQ4JE7AWYY&url=%2FSmartyPants-Complete-Daily-Gummy-Vitamins%2Fdp%2FB0741FTPXD%2Fref%3Dsr_1_147_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952896%26sr%3D8-147-spons%26psc%3D1&qualifier=1660952896&id=2155499946219675&widgetName=sp_atf_next
183,MaryRuth's L Theanine 200mg Liquid Drops | L-Theanine + Organic Glycerin | Stress Relief for Adults & Kids | Focus Supplement | Natural Sleep Support | Vegan | Non-GMO | Gluten Free | 30 Servings,55,4.6,24.95,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A0642201LOT1OKYZY97G&url=%2FMaryRuths-Theanine-L-Theanine-Glycerin-Supplement%2Fdp%2FB09YKGM7N5%2Fref%3Dsr_1_148_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952896%26sr%3D8-148-spons%26psc%3D1%26smid%3DA3V1QNHQ2M2TBN&qualifier=1660952896&id=2155499946219675&widgetName=sp_atf_next
184,"OLLY Family 2 Pack: Women's Multivitamin Gummy (90 Count), Kids Multivitamin + Probiotic Gummy (70 Count), Vitamins A, D, C, E, B, Chewable Supplements, Blissful Berry & Yum Berry Punch - 160 Count",127,4.6,25.37,https://www.amazon.com/OLLY-Family-Pack-Multivitamin-Supplements/dp/B0954DV4T9/ref=sr_1_149?keywords=multivitamin+for+kids&qid=1660952896&sr=8-149
185,"NaturesPlus Animal Parade Source of Life Gold Children's Liquid Multivitamin, 16 OZ - Natural Tropical Berry Flavor - Immune Support Supplement - Gluten-Free, Vegan- 32 Servings",232,4.4,19.11,https://www.amazon.com/Natures-Plus-Animal-Childrens-Multivitamin/dp/B004LW6KH0/ref=sr_1_150?keywords=multivitamin+for+kids&qid=1660952896&sr=8-150
186,Hello Bello Organic Kid’s Multi Vitamin Gummy – 60ct (Pack of 1),27,4.7,11.99,https://www.amazon.com/Hello-Upsy-Daisy-Organic-Vitamins-Gummies/dp/B081S87J73/ref=sr_1_151?keywords=multivitamin+for+kids&qid=1660952896&sr=8-151
187,Multivitamin with Iron Gummies for Kids - Chewable Iron Gummy Vitamins for Kids Focus Aid and Natural Energy Supplement - Kids Gummy Vitamins with Iron for Immune Support Mental Clarity and Focus,434,4.3,14.99,https://www.amazon.com/Multivitamin-Iron-Gummies-Kids-Supplement/dp/B08LDYLZ5Q/ref=sr_1_152?keywords=multivitamin+for+kids&qid=1660952896&sr=8-152
188,"Yummi Bears Organics Complete Multi Vitamin and Mineral Supplement, Gummy Vitamins for Kids, 90 Count (Pack of 1)",958,4.6,24.02,https://www.amazon.com/Yummi-Bears-Organics-Vitamins-Multi-Vitamin/dp/B002XUL2HA/ref=sr_1_153_mod_primary_new?keywords=multivitamin+for+kids&qid=1660952896&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-153
189,"Bluebonnet Nutrition Rainforest Animalz Whole Food Based Multiple Chewable Tablet, Kids Multivitamin & Mineral, Vitamin C, D3, Iron, Gluten Free, Milk Free, Kosher, 180 Chewable Tablets, Cherry Flavor",77,4.3,28.76,https://www.amazon.com/Bluebonnet-Nutrition-Rainforest-Multiple-Multivitamin/dp/B0064O9ZH0/ref=sr_1_154?keywords=multivitamin+for+kids&qid=1660952896&sr=8-154
190,"Children's Multivitamin | 180 Chewables | Berry Flavor Tablets | Non-GMO, Gluten Free Kids Supplement | by Carlyle",63,4.2,14.99,https://www.amazon.com/Carlyle-Childrens-Multivitamin-Chewables-Supplement/dp/B08VN3ZHR9/ref=sr_1_155?keywords=multivitamin+for+kids&qid=1660952896&sr=8-155
